hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,9,2017,July,27,5,0,1,1,0,0,BB,TWN,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,2017-07-06
City Hotel,1,162,2017,August,33,13,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,0,Canceled,2017-06-15
Resort Hotel,0,7,2016,November,48,21,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,NULL,135,0,Transient,33,1,0,Check-Out,2016-11-23
City Hotel,0,1,2016,July,31,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,148,0,Transient,84,0,0,Check-Out,2016-07-27
Resort Hotel,0,6,2016,September,39,20,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,106,0,1,Check-Out,2016-09-21
City Hotel,1,9,2016,June,25,12,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,123.33,0,0,Canceled,2016-06-06
Resort Hotel,0,18,2016,October,42,11,0,1,1,0,0,BB,GBR,Direct,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,59.5,0,0,Check-Out,2016-10-12
Resort Hotel,1,238,2017,February,6,10,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155,NULL,0,Transient,47,0,0,Canceled,2016-12-15
City Hotel,0,60,2017,July,30,25,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,120,0,0,Check-Out,2017-07-29
Resort Hotel,0,46,2015,December,49,5,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,46,0,1,Check-Out,2015-12-07
Resort Hotel,0,112,2015,December,53,30,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,224.67,0,0,Check-Out,2016-01-02
Resort Hotel,0,185,2015,September,39,21,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,208,NULL,0,Transient-Party,90,0,0,Check-Out,2015-09-23
Resort Hotel,0,342,2016,September,40,29,2,4,1,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,201,NULL,0,Transient-Party,36,0,0,Check-Out,2016-10-05
City Hotel,1,276,2016,September,39,22,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,178,Transient-Party,95,0,0,Canceled,2016-08-30
City Hotel,0,119,2017,August,34,21,1,3,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,90.7,0,2,Check-Out,2017-08-25
City Hotel,0,212,2017,June,23,9,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1,Check-Out,2017-06-11
City Hotel,0,40,2016,March,12,13,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,0,Check-Out,2016-03-16
City Hotel,1,292,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-02
City Hotel,0,42,2017,June,24,12,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,234,0,0,Check-Out,2017-06-17
Resort Hotel,1,226,2015,September,39,23,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,251,NULL,0,Transient,55.8,0,0,Canceled,2015-08-26
Resort Hotel,0,3,2017,August,33,17,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,271,0,2,Check-Out,2017-08-21
City Hotel,0,30,2017,February,8,22,0,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94,0,1,Check-Out,2017-02-24
Resort Hotel,0,215,2017,August,32,8,2,8,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,163,NULL,0,Transient,116.5,0,1,Check-Out,2017-08-18
City Hotel,0,35,2016,October,44,28,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,8,NULL,0,Transient,129,0,1,Check-Out,2016-10-31
Resort Hotel,0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,C,2,No Deposit,334,281,0,Transient-Party,40,0,0,Check-Out,2015-11-15
City Hotel,0,75,2016,May,22,22,2,2,3,0,0,BB,SGP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7,NULL,0,Transient,115.85,0,2,Check-Out,2016-05-26
City Hotel,1,14,2016,April,15,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,0,Canceled,2016-03-24
Resort Hotel,1,82,2017,January,5,29,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,72,0,0,Canceled,2016-11-08
City Hotel,0,27,2017,April,17,28,1,2,1,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,2,Check-Out,2017-05-01
City Hotel,1,97,2017,June,25,20,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,2,Canceled,2017-06-20
City Hotel,1,213,2016,June,24,7,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,62,Transient,130,0,0,Canceled,2016-01-08
Resort Hotel,1,1,2016,November,47,14,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,1,Canceled,2016-11-14
City Hotel,0,10,2017,January,2,13,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.29,0,0,Check-Out,2017-01-16
City Hotel,0,8,2015,November,48,26,0,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,62.37,0,0,Check-Out,2015-11-27
City Hotel,1,215,2017,June,26,28,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,2016-11-25
Resort Hotel,1,28,2016,February,10,29,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,55.2,0,1,Canceled,2016-02-17
City Hotel,1,22,2017,May,19,10,2,6,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,186.25,0,0,Canceled,2017-04-25
City Hotel,1,489,2016,November,46,10,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,2015-10-21
Resort Hotel,0,17,2016,October,42,10,0,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,0,0,0,Check-Out,2016-10-10
City Hotel,1,8,2016,April,17,21,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,146,0,0,Canceled,2016-04-13
City Hotel,1,126,2016,May,21,15,2,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,0,Canceled,2016-04-26
Resort Hotel,0,6,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,120.33,0,1,Check-Out,2015-09-03
City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,NULL,39,Transient,130,0,0,Canceled,2016-01-18
City Hotel,1,338,2016,October,41,7,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,68,Transient-Party,80,0,0,Canceled,2016-06-20
City Hotel,0,0,2016,May,21,17,0,0,1,0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,6,NULL,0,Transient,0,0,0,Check-Out,2016-05-17
City Hotel,0,50,2016,January,5,24,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,75.95,0,1,Check-Out,2016-01-29
City Hotel,0,63,2016,April,16,13,0,4,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,167.45,0,1,Check-Out,2016-04-17
City Hotel,0,19,2016,January,1,1,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107,0,1,Check-Out,2016-01-03
City Hotel,0,0,2016,May,21,17,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient,95.94,0,0,Check-Out,2016-05-18
Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,2016-05-14
City Hotel,0,38,2016,December,50,10,2,1,2,2,0,BB,PHL,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,143,0,0,Check-Out,2016-12-13
City Hotel,0,281,2016,October,41,3,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,7,No Deposit,9,NULL,0,Transient-Party,126.3,0,0,Check-Out,2016-10-07
City Hotel,1,24,2016,February,6,6,2,1,1,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85,0,0,Canceled,2016-01-14
Resort Hotel,1,26,2016,May,22,26,0,3,4,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,175,0,0,Canceled,2016-05-23
City Hotel,1,158,2016,May,22,24,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,31,Transient,130,0,0,Canceled,2016-01-18
City Hotel,1,50,2016,January,5,29,1,2,1,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,72.9,0,0,Canceled,2015-12-23
City Hotel,0,130,2017,June,24,15,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Check-Out,2017-06-18
City Hotel,0,27,2017,June,24,12,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9,NULL,0,Transient,181.75,0,1,Check-Out,2017-06-16
Resort Hotel,0,42,2016,October,44,23,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,88,0,2,Check-Out,2016-10-27
City Hotel,0,49,2017,March,13,30,0,1,1,0,0,SC,GBR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,79.2,0,0,Check-Out,2017-03-31
Resort Hotel,0,7,2017,May,18,4,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,250,NULL,0,Transient,73.33,0,1,Check-Out,2017-05-07
City Hotel,0,1,2017,June,24,13,0,1,2,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,170,0,0,Check-Out,2017-06-14
City Hotel,0,48,2016,October,45,31,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,94.97,0,1,Check-Out,2016-11-03
City Hotel,0,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,75,0,0,Check-Out,2017-02-26
Resort Hotel,1,116,2016,April,15,4,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273,NULL,0,Transient,72,0,0,Canceled,2016-01-14
City Hotel,1,248,2017,February,7,14,0,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,80.75,0,0,Canceled,2016-06-11
City Hotel,1,129,2017,April,14,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0,Canceled,2016-11-25
Resort Hotel,0,82,2016,December,50,7,0,4,2,0,0,BB,ESP,Groups,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,33.3,0,0,Check-Out,2016-12-11
City Hotel,0,23,2015,September,40,30,0,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,116.03,0,1,Check-Out,2015-10-04
City Hotel,0,377,2016,October,42,14,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,2016-10-16
City Hotel,1,118,2016,June,27,26,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95.81,0,0,Canceled,2016-03-12
City Hotel,0,147,2017,May,21,23,0,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,162,0,1,Check-Out,2017-05-28
Resort Hotel,0,104,2017,July,28,11,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,203,0,1,Check-Out,2017-07-17
Resort Hotel,0,289,2015,November,47,20,1,2,2,0,0,HB,GIB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,57,0,0,Check-Out,2015-11-23
City Hotel,1,41,2016,September,38,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient-Party,130,0,0,Canceled,2016-08-10
Resort Hotel,1,72,2016,October,44,28,2,4,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,84.4,0,2,Canceled,2016-08-23
City Hotel,1,2,2017,February,6,6,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,45.9,0,0,Canceled,2017-02-06
City Hotel,1,39,2017,February,6,6,1,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,0,Canceled,2017-01-06
City Hotel,0,1,2017,May,19,10,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,NULL,NULL,0,Transient,150,0,0,Check-Out,2017-05-11
Resort Hotel,0,53,2016,February,9,26,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,26.1,0,1,Check-Out,2016-03-06
City Hotel,0,1,2015,August,33,11,3,10,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.54,0,0,Check-Out,2015-08-24
City Hotel,1,37,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,NULL,0,Transient-Party,105,0,0,Canceled,2016-09-06
City Hotel,0,226,2016,July,30,22,0,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,96,Transient-Party,64.25,0,0,Check-Out,2016-07-24
Resort Hotel,0,24,2017,April,17,27,0,2,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,83,1,1,Check-Out,2017-04-29
City Hotel,0,41,2016,August,36,31,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,123.3,0,2,Check-Out,2016-09-05
City Hotel,1,192,2016,May,20,12,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,39,NULL,42,Transient,135,0,0,Canceled,2015-12-14
City Hotel,1,42,2016,November,49,29,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,348,0,Transient,90,0,0,Canceled,2016-11-15
City Hotel,1,129,2017,April,14,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0,Canceled,2016-11-25
City Hotel,1,131,2016,August,35,22,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,92.25,0,0,Canceled,2016-06-13
City Hotel,1,496,2016,November,47,17,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,51.4,0,0,Canceled,2015-10-21
Resort Hotel,0,140,2015,September,37,10,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,85,0,0,Check-Out,2015-09-17
Resort Hotel,0,100,2015,August,34,17,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,107,0,0,Check-Out,2015-08-21
City Hotel,1,538,2016,December,53,29,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,2015-10-21
City Hotel,0,335,2016,October,42,13,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,NULL,0,Transient-Party,80,0,0,Check-Out,2016-10-16
City Hotel,0,159,2016,September,39,19,1,2,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,144,0,0,Check-Out,2016-09-22
Resort Hotel,0,327,2016,September,38,14,0,4,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,D,1,No Deposit,201,NULL,0,Transient-Party,61.4,0,0,Check-Out,2016-09-18
City Hotel,1,179,2016,August,34,15,1,5,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,179.92,0,0,Canceled,2016-06-19
Resort Hotel,1,216,2015,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,171,NULL,0,Transient,57.6,0,0,Canceled,2015-09-03
Resort Hotel,0,0,2017,May,20,14,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,75,0,2,Check-Out,2017-05-15
Resort Hotel,0,35,2016,December,53,25,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,60,0,2,Check-Out,2016-12-28
City Hotel,1,60,2016,April,14,1,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,92.7,0,1,Canceled,2016-03-29
City Hotel,1,0,2016,December,51,12,1,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,341,NULL,0,Transient,77,0,2,Canceled,2016-12-12
Resort Hotel,0,5,2017,February,6,9,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,63.72,0,4,Check-Out,2017-02-13
City Hotel,1,290,2015,August,32,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-06
City Hotel,0,190,2016,December,53,28,0,4,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,167.8,0,1,Check-Out,2017-01-01
City Hotel,0,101,2016,April,18,26,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35,NULL,0,Transient-Party,98,0,0,Check-Out,2016-04-27
City Hotel,1,350,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,4,NULL,17,Transient,90,0,0,Canceled,2015-11-02
Resort Hotel,1,55,2016,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,179,0,1,Canceled,2016-06-24
City Hotel,1,88,2016,June,27,26,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,0,Canceled,2016-04-10
City Hotel,1,103,2016,October,43,21,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126.72,0,0,Canceled,2016-07-10
City Hotel,0,85,2016,April,17,17,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,1,Check-Out,2016-04-20
City Hotel,1,207,2016,August,33,13,4,6,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81.6,0,0,Canceled,2016-01-20
Resort Hotel,0,0,2016,December,53,26,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,93,0,1,Check-Out,2016-12-27
Resort Hotel,0,11,2016,April,18,30,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,104.33,1,1,Check-Out,2016-05-03
Resort Hotel,0,116,2016,May,20,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,75,0,2,Check-Out,2016-05-17
Resort Hotel,1,25,2016,November,49,28,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,146,NULL,0,Transient,32,0,0,Canceled,2016-11-07
City Hotel,0,68,2017,July,28,10,1,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,100,0,1,Check-Out,2017-07-11
City Hotel,0,25,2015,July,31,27,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,2015-07-29
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,75,0,0,Check-Out,2015-09-08
City Hotel,0,0,2016,January,4,18,1,1,1,0,0,BB,GRC,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,64.5,0,0,Check-Out,2016-01-20
Resort Hotel,0,141,2015,December,53,31,0,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,92.43,0,1,Check-Out,2016-01-03
City Hotel,1,185,2016,December,51,16,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,103.5,0,0,Canceled,2016-07-28
Resort Hotel,1,247,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,2015-09-02
City Hotel,1,149,2017,February,8,24,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,91.6,0,1,Canceled,2016-10-03
City Hotel,1,206,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296,NULL,0,Transient-Party,67.5,0,0,Canceled,2017-02-10
City Hotel,1,405,2017,July,27,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,80,0,0,Canceled,2017-06-28
City Hotel,1,34,2017,June,24,12,1,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Canceled,2017-05-10
Resort Hotel,0,3,2017,May,22,29,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,NULL,0,Transient,129,1,2,Check-Out,2017-06-02
City Hotel,0,76,2017,April,14,3,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,89.1,0,1,Check-Out,2017-04-09
Resort Hotel,0,131,2016,December,52,24,2,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,2,Check-Out,2016-12-29
Resort Hotel,0,104,2016,May,19,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,84.95,0,0,Check-Out,2016-05-08
Resort Hotel,0,2,2015,September,40,27,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Transient,95,1,0,Check-Out,2015-09-30
City Hotel,1,2,2016,July,29,10,2,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,1,Canceled,2016-07-09
City Hotel,1,252,2016,August,34,14,2,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,NULL,0,Transient-Party,163.63,0,1,Canceled,2016-07-20
Resort Hotel,0,5,2016,May,20,11,1,4,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,NULL,NULL,0,Transient-Party,70,0,0,Check-Out,2016-05-16
City Hotel,0,42,2017,June,22,3,1,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,150,0,0,Check-Out,2017-06-05
City Hotel,0,58,2016,March,10,4,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,80.3,0,1,Check-Out,2016-03-06
Resort Hotel,0,297,2017,May,20,20,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,54,0,1,Check-Out,2017-05-21
City Hotel,0,6,2015,September,39,24,0,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,NULL,0,Transient,77,0,0,Check-Out,2015-09-25
City Hotel,0,159,2016,April,15,9,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,1,Check-Out,2016-04-11
